latitude,longitude,rwi,error
19.9010533,-103.0187988,0.401,0.467
15.5701276,-92.2302246,-0.413,0.501
18.6774709,-98.9099121,-0.151,0.485
19.6115432,-99.9426270,-0.448,0.492
18.9478555,-99.5031738,0.815,0.552
21.0127268,-102.5573730,-0.091,0.401
20.7663865,-100.3161621,0.095,0.467
20.6225019,-100.9094238,0.510,0.458
18.3232401,-99.5690918,0.120,0.502
16.8150577,-97.4816895,-0.617,0.529
18.7815164,-98.4924316,0.716,0.539
16.3095952,-96.4929199,0.533,0.504
21.9939882,-105.3698730,-0.178,0.449
20.0249676,-88.6047363,0.116,0.487
23.8958823,-99.7888184,0.069,0.413
19.1347889,-97.4597168,-0.005,0.522
20.6225019,-101.2390137,0.710,0.472
19.4251534,-99.3933105,0.202,0.524
19.8597269,-99.5031738,0.024,0.455
19.0517333,-98.2507324,1.455,0.507
15.8662413,-96.6027832,-0.795,0.441
20.3137206,-100.2062988,-0.540,0.392
19.2800355,-90.2087402,-0.310,0.548
17.8428322,-94.8669434,-0.611,0.440
20.1900348,-99.0417480,-0.177,0.495
17.0042615,-92.3840332,-0.333,0.503
18.0727566,-93.3288574,-0.067,0.599
20.3549272,-103.2165527,0.451,0.457
18.4066544,-95.4382324,-0.444,0.457
24.4571501,-104.1174316,0.728,0.485
21.1152490,-98.6682129,-0.253,0.491
26.3820276,-98.9978027,-0.376,0.430
19.3215109,-104.9523926,-0.167,0.435
16.2041247,-94.9768066,0.449,0.597
20.4373076,-88.1433105,-0.571,0.464
18.4691886,-97.2399902,-0.183,0.441
25.9679218,-100.0305176,-0.725,0.442
18.1562911,-96.1193848,-0.112,0.551
20.7869302,-97.9650879,-0.500,0.471
23.7350688,-100.6677246,0.333,0.424
18.3023803,-100.2941895,0.467,0.532
17.4030627,-92.4279785,-0.085,0.441
28.1010575,-110.6652832,-0.164,0.545
17.5288204,-97.7233887,0.094,0.538
21.3405481,-98.7561035,-0.294,0.497
19.6736252,-99.4372559,-0.124,0.487
18.3023803,-92.8674316,-0.497,0.471
20.2931131,-102.2277832,0.138,0.445
17.2142640,-97.8771973,-0.299,0.506
26.1850178,-106.6662598,-0.240,0.349
17.1932744,-91.6589355,-0.419,0.600
30.4013061,-115.9167480,-0.272,0.458
19.9836736,-98.5363770,0.193,0.500
23.1504616,-100.6018066,-0.148,0.442
23.2312505,-105.9191895,-0.459,0.370
23.2312505,-103.7219238,-0.413,0.460
20.4990639,-102.3156738,-0.406,0.399
22.2789302,-101.6345215,-0.119,0.424
25.6712354,-108.9733887,-0.330,0.428
20.0043220,-100.2282715,0.076,0.430
20.2312743,-101.9421387,0.571,0.411
23.8556976,-101.2170410,0.151,0.368
25.4531946,-108.1164551,0.593,0.460
25.6910376,-108.6218262,-0.185,0.432
21.4223895,-98.9099121,-0.717,0.469
25.9086440,-103.3703613,-0.325,0.461
19.1763010,-98.4045410,0.988,0.547
28.3527333,-106.3586426,0.252,0.439
26.0469124,-97.9431152,0.720,0.466
19.2385495,-101.6564941,-0.062,0.444
20.7252905,-101.7004395,0.116,0.440
22.4821059,-100.2502441,-0.421,0.402
20.5607954,-88.4289551,-0.548,0.529
22.9887378,-106.0290527,0.343,0.442
24.9561796,-101.3269043,-0.756,0.480
20.2518900,-100.5139160,-0.270,0.439
25.5919938,-107.8747559,0.058,0.466
18.9894144,-98.9099121,0.472,0.549
19.2385495,-100.0964355,0.879,0.517
21.9532352,-104.5129395,-0.774,0.342
19.8390597,-100.9753418,-0.238,0.435
17.1092924,-98.9318848,0.078,0.522
22.8065667,-98.9538574,0.340,0.451
16.4992989,-96.8005371,-0.584,0.519
20.6841834,-103.8977051,-0.062,0.396
19.4458740,-96.9763184,0.840,0.561
21.5041851,-97.8112793,-0.020,0.468
19.1555462,-102.6892090,-0.567,0.442
16.9622326,-96.5368652,0.695,0.546
22.9887378,-98.9318848,0.492,0.473
17.4449916,-96.2951660,-0.442,0.454
20.2931131,-98.2067871,-0.458,0.486
19.1970531,-100.3820801,-0.287,0.463
19.9217124,-99.8327637,0.900,0.468
18.6982852,-95.8776855,-0.196,0.504
21.5246269,-101.5246582,0.014,0.436
17.9264757,-95.1086426,-0.198,0.531
17.2562360,-91.5930176,-0.485,0.476
18.7190968,-97.6135254,-0.773,0.492
20.6430652,-99.0637207,-0.397,0.487
21.1152490,-99.9206543,-0.129,0.448
22.6241518,-102.7770996,0.383,0.437
19.0932663,-98.2067871,1.183,0.487
24.9760991,-106.2048340,-0.629,0.368
18.6150130,-98.7780762,-0.035,0.544
25.6910376,-103.5241699,-0.341,0.450
21.7084727,-100.6677246,0.222,0.425
20.2931131,-98.1848145,-0.100,0.492
19.9836736,-99.0637207,0.245,0.542
17.4240283,-96.9323730,-0.344,0.478
17.3820946,-95.7897949,-0.691,0.431
19.6529339,-104.0734863,0.271,0.434
25.0557447,-100.4919434,-0.426,0.498
19.5494371,-100.0744629,-0.020,0.464
17.2352512,-94.0759277,-0.661,0.441
32.5190256,-116.8176270,0.338,0.459
25.5523532,-102.1179199,0.176,0.383
18.0727566,-92.4719238,-0.304,0.473
17.2562360,-97.0642090,-0.448,0.438
19.7356832,-99.2395020,0.883,0.547
25.8097816,-106.7102051,-0.112,0.334
18.8647066,-98.9318848,1.049,0.544
31.4755236,-108.1823730,-0.044,0.420
24.0364303,-105.7653809,-0.050,0.367
20.0662507,-97.6794434,-0.127,0.499
18.8439129,-101.0632324,-0.668,0.343
20.9716982,-103.7438965,0.078,0.435
19.4458740,-99.1296387,1.458,0.499
27.7710508,-105.1721191,0.028,0.444
21.2996102,-98.9538574,-0.652,0.408
28.6038140,-107.5012207,-0.211,0.388
28.8157994,-107.2155762,-0.133,0.415
20.5813670,-103.1286621,0.742,0.467
22.8065667,-98.6901855,0.088,0.443
23.2514401,-103.7219238,-0.334,0.411
23.5136260,-106.2268066,-0.253,0.475
16.6467178,-93.5485840,-0.694,0.505
30.7418353,-110.9289551,-0.220,0.407
18.6774709,-99.6789551,-0.275,0.501
19.7977172,-90.6042480,0.867,0.595
20.5813670,-104.0515137,0.355,0.458
20.9716982,-98.1628418,0.583,0.558
18.8439129,-101.6345215,-0.031,0.438
20.4990639,-100.7995605,0.867,0.482
20.3343253,-101.5466309,0.041,0.446
22.9685086,-98.8879395,-0.358,0.421
21.0742486,-99.1735840,-0.152,0.491
27.2253254,-101.2170410,0.466,0.451
20.4784813,-98.7561035,0.050,0.460
16.9412147,-97.6794434,-0.471,0.497
18.7399059,-100.2722168,-0.742,0.490
27.2839252,-108.8415527,-0.159,0.390
27.7516073,-108.9294434,-0.358,0.336
20.8896072,-87.5500488,0.214,0.505
25.2148807,-104.1833496,0.263,0.398
20.2312743,-103.5681152,0.907,0.482
22.5227053,-105.4357910,-0.080,0.444
28.5073151,-106.7980957,-0.119,0.368
20.9716982,-98.3825684,-0.152,0.510
19.4044302,-97.8112793,0.571,0.565
20.4784813,-105.3039551,-0.030,0.432
23.1100489,-103.2824707,-0.516,0.354
16.1408153,-96.6687012,-0.713,0.448
20.1694109,-100.0964355,-0.086,0.429
16.8571194,-99.5031738,0.008,0.482
32.5931055,-116.2023926,0.029,0.441
17.4869108,-91.7907715,-0.452,0.437
19.9010533,-100.6018066,0.533,0.404
21.7492955,-100.9313965,0.171,0.499
27.4595389,-99.5690918,0.808,0.476
20.7047384,-101.0192871,-0.192,0.418
32.6486253,-115.5212402,1.236,0.426
20.4784813,-100.1843262,0.379,0.472
19.8597269,-100.7775879,-0.545,0.457
18.9062862,-99.1516113,0.909,0.554
29.0273543,-107.4792480,0.746,0.478
25.6712354,-102.9528809,0.054,0.413
27.1275906,-107.3693848,-0.415,0.393
19.6943139,-96.4270020,0.321,0.486
21.8716943,-102.4914551,0.319,0.431
20.3343253,-101.0412598,0.773,0.474
25.3539542,-103.1506348,0.022,0.437
21.1767283,-101.4147949,-0.230,0.413
17.1092924,-92.8234863,-0.630,0.437
20.9101341,-104.9963379,0.041,0.376
21.9124706,-103.9416504,-0.396,0.376
26.5393939,-102.1398926,-0.340,0.339
20.8280094,-98.5583496,-0.330,0.440
21.6676382,-102.3376465,-0.420,0.483
30.7984737,-110.8410645,1.017,0.460
26.0074237,-98.0529785,0.711,0.498
26.1652985,-103.4802246,-0.450,0.415
25.9086440,-108.5119629,-0.209,0.364
31.0246937,-110.1599121,0.222,0.421
24.2169091,-103.7219238,0.040,0.460
20.5813670,-97.4816895,0.571,0.534
17.9264757,-94.9768066,0.023,0.494
25.4531946,-108.0285645,0.024,0.400
17.4449916,-98.0310059,-0.534,0.421
21.3610128,-100.6896973,0.182,0.429
17.8219152,-97.9870605,-0.355,0.442
21.9532352,-102.0520020,0.220,0.412
15.5912928,-92.4719238,0.068,0.544
25.6712354,-97.8771973,0.909,0.493
15.1039461,-92.3620605,-0.601,0.464
19.9217124,-100.9973145,0.175,0.505
19.6943139,-100.6237793,-0.260,0.425
18.2189158,-102.2497559,-0.382,0.455
25.6118091,-108.5119629,0.079,0.420
19.8390597,-98.0529785,0.584,0.517
20.3961229,-105.0842285,-0.608,0.385
17.2772184,-99.9426270,-0.171,0.563
21.3200806,-101.9860840,0.570,0.405
19.2800355,-99.5471191,1.199,0.528
17.1092924,-98.9758301,-0.241,0.410
21.4428427,-99.6569824,0.146,0.425
21.5859348,-102.2717285,0.262,0.378
18.9894144,-97.5476074,-0.341,0.560
22.7457888,-100.9753418,-0.184,0.459
25.8097816,-103.5900879,0.511,0.457
21.1152490,-99.9865723,-0.001,0.456
18.6150130,-90.8898926,-0.358,0.500
20.0249676,-102.3815918,0.403,0.461
18.9894144,-97.1301270,-0.146,0.540
20.5402210,-98.7780762,0.540,0.468
19.9836736,-102.6672363,0.269,0.428
18.9894144,-99.1955566,0.553,0.501
23.9360545,-99.0856934,-0.161,0.399
17.9891824,-96.9323730,-0.667,0.419
21.5655017,-102.2277832,-0.271,0.468
18.6774709,-99.2175293,-0.161,0.519
20.7252905,-89.4616699,0.553,0.516
15.9930146,-93.6584473,-0.328,0.465
21.8309063,-102.6892090,-0.184,0.432
17.1092924,-100.4699707,0.110,0.505
18.9478555,-100.1623535,-0.421,0.462
19.9217124,-101.6345215,0.014,0.408
20.7458399,-105.2380371,0.921,0.486
16.4992989,-96.1193848,-0.198,0.510
20.4167166,-102.6452637,0.051,0.413
24.0564961,-107.0178223,0.568,0.442
23.2312505,-100.9533691,0.483,0.441
22.2179198,-102.0959473,0.370,0.456
19.1347889,-98.4484863,0.995,0.546
20.8074712,-101.3928223,0.194,0.458
18.7815164,-100.3601074,0.241,0.460
19.3007745,-90.2087402,-0.229,0.523
23.4128467,-99.9865723,-0.525,0.404
20.6019358,-99.9206543,0.826,0.423
25.9086440,-108.9514160,0.253,0.457
15.1675773,-92.8234863,-0.284,0.461
22.0550957,-102.6892090,-0.951,0.419
16.7519476,-97.2619629,-0.468,0.519
18.1145288,-96.4270020,-0.095,0.561
18.7190968,-99.6789551,0.275,0.488
28.6809493,-111.5002441,-0.736,0.407
22.7457888,-101.6345215,0.201,0.402
17.6126105,-97.0202637,-0.443,0.417
21.7901067,-103.7878418,-0.255,0.428
24.7368531,-103.2824707,0.188,0.405
28.0816733,-110.5993652,0.246,0.446
21.4837405,-102.0520020,-0.090,0.403
21.1562380,-102.7990723,-0.175,0.439
24.8764695,-107.3913574,0.854,0.485
19.3007745,-99.5471191,0.735,0.536
16.2252233,-97.7233887,-0.596,0.434
17.0672871,-98.8220215,-0.703,0.420
21.1972157,-99.6130371,-0.226,0.420
15.2947823,-92.4938965,-0.309,0.543
17.7172934,-92.9113770,-0.462,0.515
16.8991717,-97.8112793,-0.403,0.434
20.1281550,-98.1628418,0.326,0.504
21.2586610,-100.5578613,0.285,0.476
18.8854977,-96.3391113,0.374,0.477
21.0127268,-100.3161621,0.411,0.461
20.7663865,-101.0192871,-0.228,0.400
21.8105080,-101.4147949,-0.556,0.446
25.8295607,-100.4260254,-0.305,0.510
25.1751161,-104.5349121,-0.160,0.410
25.1154450,-105.1721191,0.492,0.422
18.8023178,-99.0637207,0.237,0.548
17.0882909,-93.2189941,0.660,0.587
16.4992989,-92.1423340,-0.527,0.472
21.5655017,-102.1179199,-0.269,0.355
25.2148807,-106.5124512,-0.544,0.425
19.6115432,-100.3601074,-0.393,0.453
23.6545875,-103.5021973,0.094,0.378
20.3755265,-97.8332520,-0.069,0.509
15.5277906,-93.0432129,-0.558,0.440
24.1768248,-107.2375488,-0.660,0.369
25.2148807,-106.8420410,-0.394,0.425
17.1722825,-100.6018066,-0.313,0.495
28.3913999,-105.5456543,0.013,0.449
20.5607954,-103.3923340,0.887,0.467
21.1152490,-86.9567871,0.570,0.541
22.3602361,-101.1291504,0.397,0.460
17.0252724,-99.1296387,-0.692,0.466
20.7458399,-103.0187988,-0.134,0.421
17.1512882,-98.9318848,-0.434,0.410
20.4990639,-99.8986816,0.576,0.483
17.2352512,-100.5578613,-0.547,0.422
20.4784813,-101.6345215,0.040,0.447
24.9163310,-100.1184082,-0.534,0.426
23.9159700,-106.7761230,-0.592,0.390
17.5497715,-99.7448730,-0.941,0.443
18.1354112,-96.5368652,-0.189,0.491
17.6544909,-101.5466309,1.192,0.446
17.9055685,-94.1198730,0.344,0.577
17.2981985,-96.8884277,-0.294,0.523
17.0042615,-96.5808105,0.605,0.547
18.8231166,-100.9533691,-0.124,0.405
15.6336167,-92.6696777,-0.675,0.458
28.5459253,-107.4572754,0.010,0.437
24.0364303,-103.4582520,-0.130,0.366
15.2311894,-92.7575684,0.195,0.605
25.4333530,-103.1506348,-0.244,0.450
17.6335519,-97.2180176,-0.470,0.544
16.0141357,-93.3288574,-0.531,0.420
20.0043220,-101.6564941,0.330,0.443
21.9939882,-98.4265137,0.297,0.483
19.5287298,-99.0417480,1.520,0.478
21.0537441,-89.2419434,0.312,0.553
19.6322399,-105.1721191,-0.394,0.410
20.8690774,-100.8435059,-0.127,0.454
15.3159757,-92.8015137,-0.021,0.515
19.1763010,-97.6135254,0.195,0.476
24.4371475,-104.1613770,-0.454,0.449
21.9328544,-102.0739746,-0.523,0.418
20.6841834,-98.2946777,-0.617,0.503
21.6472167,-100.7336426,-0.281,0.397
16.5414301,-96.5368652,-0.444,0.451
22.1772314,-103.2385254,-0.382,0.439
26.0074237,-107.8967285,-0.621,0.352
28.0428943,-115.1916504,0.047,0.513
26.4410651,-105.5017090,0.657,0.478
25.2745031,-98.1408691,-0.551,0.421
17.0882909,-95.8557129,0.050,0.581
17.9055685,-100.5578613,-0.493,0.417
19.3837043,-100.0524902,-0.338,0.452
20.1075229,-101.1950684,0.696,0.461
20.2725029,-101.9641113,0.563,0.415
20.4578958,-97.0642090,-0.459,0.509
25.7899992,-108.7536621,-0.610,0.432
22.3195891,-98.0310059,-0.380,0.482
20.6019358,-99.5031738,-0.522,0.461
25.9481659,-100.4040527,0.483,0.454
22.1161768,-98.6022949,-0.235,0.433
17.0252724,-92.6257324,-0.533,0.459
18.0309744,-90.4724121,-0.580,0.456
17.5916666,-97.3059082,-0.465,0.464
16.8571194,-93.4387207,-0.425,0.481
26.9710372,-109.2810059,-0.128,0.378
19.5080198,-99.3713379,0.250,0.518
20.8074712,-99.1296387,-0.399,0.514
21.5450657,-102.5573730,0.073,0.426
18.2189158,-93.7023926,-0.222,0.459
17.6335519,-95.5261230,-0.648,0.520
20.2106559,-101.6125488,0.267,0.465
19.6529339,-100.4260254,0.089,0.605
28.6616708,-106.0070801,0.961,0.479
19.3007745,-99.7229004,0.817,0.523
20.8074712,-98.2946777,-0.620,0.498
18.8854977,-98.9538574,0.401,0.516
17.7172934,-96.7346191,-0.934,0.459
16.4782298,-93.9001465,-0.274,0.460
16.6677684,-99.0637207,-0.099,0.486
16.3095952,-92.3400879,-0.119,0.467
20.1694109,-99.5910645,-0.487,0.477
17.6754275,-93.6364746,0.084,0.457
19.7149999,-97.5915527,0.937,0.555
20.1075229,-98.2946777,-0.474,0.530
21.3405481,-99.1076660,-0.794,0.409
20.7047384,-103.4362793,1.110,0.481
18.4066544,-101.3488770,-0.027,0.472
21.0537441,-98.7561035,-0.716,0.413
15.8028247,-96.9323730,-0.154,0.501
20.3343253,-87.5500488,-0.633,0.534
21.2791370,-98.6022949,-0.007,0.426
19.9217124,-98.9758301,0.901,0.560
19.0517333,-104.2712402,1.115,0.476
16.9201944,-93.1970215,-0.531,0.449
18.2606530,-100.7116699,-0.716,0.457
17.4449916,-95.0646973,-0.402,0.531
18.9062862,-101.7004395,-0.780,0.371
17.4449916,-94.0319824,-0.719,0.511
20.3961229,-99.3933105,-0.098,0.471
20.9922139,-100.8215332,-0.257,0.447
18.9686362,-96.6247559,-0.395,0.450
16.5624922,-95.7019043,-0.844,0.460
20.4373076,-101.0192871,0.434,0.438
16.0141357,-93.7463379,-0.130,0.521
16.9412147,-96.2292480,0.702,0.510
20.0868882,-98.2727051,-0.304,0.483
30.5338761,-115.9167480,-0.025,0.460
25.8295607,-97.9431152,0.144,0.457
17.1092924,-98.8000488,-0.681,0.535
17.0672871,-95.9216309,0.131,0.443
17.0252724,-95.9436035,-0.662,0.455
21.9939882,-99.0417480,0.405,0.457
19.5701418,-98.3825684,0.038,0.538
26.7554205,-107.7209473,-0.744,0.352
21.6063650,-103.3264160,-0.400,0.401
19.7977172,-100.5578613,-0.347,0.398
23.3926816,-102.6013184,-0.538,0.372
20.2518900,-98.9099121,0.283,0.518
16.5414301,-92.2082520,-0.228,0.432
24.4971459,-104.0954590,0.425,0.446
16.5414301,-94.9548340,0.236,0.557
25.5523532,-103.4143066,0.802,0.468
19.7977172,-97.1960449,-0.660,0.493
25.7504244,-103.0407715,-0.165,0.410
19.5287298,-97.8771973,-0.247,0.537
25.6910376,-103.3703613,0.497,0.468
20.7663865,-98.0969238,-0.558,0.558
18.3858046,-99.7888184,-0.337,0.444
25.7702134,-108.9514160,0.052,0.456
18.7815164,-100.0085449,-0.874,0.474
18.5108654,-100.2062988,-0.384,0.401
21.4019335,-88.4948730,0.115,0.527
17.2352512,-93.1530762,-0.141,0.593
22.7457888,-102.7551270,-0.327,0.422
21.0127268,-98.1628418,-0.013,0.479
24.9163310,-107.3913574,0.148,0.454
16.9832482,-96.7126465,0.561,0.543
26.0666517,-109.3469238,0.046,0.397
17.1512882,-93.5266113,-0.356,0.448
21.0537441,-86.7810059,0.806,0.621
16.3517676,-94.3615723,-0.177,0.582
19.9836736,-101.2829590,0.810,0.480
23.6545875,-99.0856934,-0.012,0.406
26.5000725,-109.1052246,0.254,0.444
18.2815179,-93.8562012,0.127,0.565
28.7387635,-107.0397949,0.281,0.443
18.5733616,-96.9763184,-0.068,0.439
20.8485448,-98.4924316,-0.226,0.491
21.4223895,-98.8439941,-0.258,0.486
20.5196439,-103.3044434,0.878,0.518
20.6636257,-98.1188965,-0.663,0.494
24.8565339,-107.6550293,0.039,0.448
17.8637468,-101.5246582,-0.318,0.358
19.5494371,-101.1950684,-0.306,0.433
21.3200806,-98.5803223,-0.356,0.523
16.3306825,-92.4499512,-0.442,0.521
19.6943139,-103.8537598,0.292,0.429
15.7816814,-96.7785645,-0.017,0.516
19.6943139,-105.1721191,-0.487,0.430
20.3137206,-102.2717285,0.318,0.387
17.9891824,-95.8996582,-0.180,0.580
20.9922139,-100.3601074,0.255,0.449
15.7816814,-96.8664551,-0.611,0.505
18.6774709,-95.5480957,0.016,0.493
24.6570018,-106.4904785,-0.358,0.386
26.2638619,-105.6335449,-0.043,0.389
18.6358348,-97.6794434,0.535,0.520
18.9478555,-97.8991699,0.929,0.553
25.6514299,-97.6354980,0.122,0.436
17.4869108,-98.4704590,-0.424,0.483
24.7967079,-107.3474121,1.132,0.429
20.4578958,-90.0329590,-0.276,0.566
21.1972157,-105.1501465,0.206,0.441
20.7047384,-97.6354980,0.190,0.545
21.1767283,-103.3703613,-0.854,0.439
21.3610128,-98.8220215,-0.462,0.489
20.7252905,-100.9973145,-0.151,0.429
19.0932663,-96.3171387,-0.090,0.537
21.1562380,-100.4479980,0.154,0.452
23.6143282,-102.1838379,-0.653,0.405
28.2560052,-105.5236816,0.465,0.469
26.0271697,-109.3688965,-0.563,0.367
20.7252905,-100.6018066,0.019,0.458
18.6566542,-98.9758301,0.061,0.463
20.4578958,-102.7551270,-0.038,0.398
19.0101900,-97.8991699,0.287,0.483
19.6736252,-97.0422363,-0.087,0.505
16.8991717,-91.7687988,-0.502,0.500
24.9561796,-107.4792480,-0.115,0.401
17.9264757,-93.0651855,0.458,0.575
19.7977172,-100.4479980,-0.131,0.441
22.3602361,-102.2497559,-0.383,0.433
20.1075229,-96.6687012,-0.375,0.481
25.0358382,-107.4792480,-0.198,0.439
20.7663865,-97.3718262,-0.626,0.438
21.4837405,-101.4587402,-0.031,0.445
20.0249676,-104.5788574,-0.184,0.444
16.3939308,-98.1188965,-0.262,0.529
24.5970797,-101.1730957,-0.315,0.348
19.9423689,-102.6232910,-0.502,0.459
21.9124706,-101.3928223,0.504,0.487
16.3939308,-97.9650879,-0.783,0.482
17.2352512,-100.2502441,-1.023,0.400
17.1092924,-96.1633301,-0.419,0.539
16.3306825,-93.4167480,-0.026,0.535
15.5277906,-92.8015137,-0.768,0.436
20.6841834,-88.2751465,-0.567,0.577
22.0143603,-102.2277832,-0.058,0.483
24.3170649,-99.5031738,-0.433,0.402
22.9482765,-99.1296387,-0.317,0.420
16.1408153,-93.3068848,0.131,0.492
18.6566542,-100.6018066,-0.386,0.498
15.8028247,-93.0212402,-0.165,0.429
20.2725029,-100.8874512,0.540,0.460
21.0537441,-98.2727051,0.005,0.540
20.4990639,-101.2609863,0.209,0.468
18.7399059,-96.0754395,-0.031,0.543
18.0936440,-92.6916504,-0.678,0.446
23.9561359,-104.5349121,0.311,0.426
32.6486253,-114.8620605,0.869,0.445
18.5941885,-96.8225098,-0.401,0.461
20.9101341,-100.6237793,0.110,0.455
17.4240283,-100.1843262,-0.206,0.426
20.4373076,-105.5456543,-0.384,0.445
19.6529339,-101.2170410,1.015,0.477
19.7563639,-99.6350098,-0.340,0.482
28.7580278,-111.6320801,-0.024,0.428
17.5288204,-97.6135254,-0.262,0.451
23.8556976,-99.1076660,0.545,0.446
21.2381821,-97.9431152,-0.480,0.457
19.0725011,-101.4367676,-0.340,0.435
24.3571051,-107.1057129,-0.502,0.409
32.0360196,-116.8835449,0.272,0.372
19.6322399,-98.4704590,0.250,0.540
20.5402210,-99.6350098,0.758,0.529
19.0101900,-100.9533691,-0.374,0.394
18.0727566,-94.7351074,0.054,0.476
20.2312743,-100.0305176,-0.499,0.434
19.9423689,-100.2282715,-0.430,0.472
25.2148807,-103.4362793,0.489,0.476
17.3820946,-99.6130371,-0.410,0.486
19.2178026,-99.2175293,1.120,0.551
21.8309063,-98.8659668,-0.531,0.417
20.8074712,-101.7883301,-0.280,0.429
25.9876744,-98.0310059,0.207,0.460
21.7901067,-100.7336426,0.946,0.496
16.2252233,-95.1745605,-0.362,0.562
17.1512882,-92.4938965,-0.554,0.467
21.5246269,-101.3928223,-0.383,0.422
23.7953972,-99.1516113,-0.001,0.467
19.5080198,-97.6574707,0.263,0.513
19.5287298,-102.1179199,0.230,0.465
18.8439129,-99.6569824,0.330,0.515
20.3343253,-100.0744629,-0.390,0.427
21.4019335,-88.8903809,0.426,0.560
21.2177003,-89.3078613,0.457,0.579
17.7591494,-99.0197754,-0.742,0.474
22.6849838,-105.6115723,0.075,0.380
20.7663865,-105.1501465,0.232,0.461
20.6636257,-88.7365723,-0.242,0.461
25.1353386,-99.0637207,0.201,0.464
18.7815164,-99.4812012,-0.555,0.453
17.0462809,-98.7341309,-0.193,0.532
20.8074712,-102.5793457,0.344,0.413
17.2352512,-98.6022949,-0.214,0.413
22.6849838,-101.7663574,-0.367,0.414
24.7767595,-107.2595215,0.177,0.434
25.8888782,-100.1184082,0.760,0.469
24.8764695,-107.1276855,-0.324,0.409
18.9894144,-96.9982910,0.352,0.532
19.4873072,-97.7673340,-0.337,0.658
19.2178026,-98.8879395,0.516,0.548
23.0696240,-101.0192871,-0.023,0.397
23.6344594,-104.0515137,-0.369,0.393
25.2347581,-103.4802246,-0.164,0.439
26.9906183,-109.6545410,0.810,0.486
21.4019335,-103.1286621,0.924,0.473
18.1771685,-93.0212402,0.717,0.599
22.4211843,-102.2277832,-0.062,0.464
25.0358382,-106.2048340,-0.825,0.370
19.6115432,-97.7893066,-0.193,0.503
17.5497715,-97.0861816,-0.349,0.417
27.6932559,-108.1823730,-0.213,0.348
22.3195891,-103.2604980,0.034,0.441
15.6970862,-96.3830566,-0.356,0.559
21.6676382,-102.3596191,-0.059,0.428
18.5108654,-98.0529785,-0.484,0.428
32.4634255,-114.7961426,0.973,0.416
21.3200806,-98.4484863,-0.122,0.502
19.7356832,-100.2941895,-0.372,0.514
17.8637468,-97.9431152,-0.084,0.524
18.3858046,-93.3728027,0.024,0.554
25.6514299,-100.3601074,1.269,0.465
17.2772184,-98.8000488,-0.461,0.529
19.7977172,-100.4699707,-0.456,0.453
18.6566542,-97.0642090,-0.410,0.457
19.6529339,-96.9323730,0.648,0.554
16.2885057,-91.7687988,-0.369,0.420
19.5287298,-97.4157715,0.390,0.480
16.0141357,-91.9006348,-0.743,0.550
17.0672871,-92.1643066,-0.236,0.562
20.6430652,-100.9094238,-0.469,0.470
18.8023178,-99.1955566,0.905,0.544
17.2772184,-96.9763184,-0.390,0.438
17.8637468,-94.5373535,-0.347,0.491
27.7710508,-107.5231934,-0.447,0.359
23.5539161,-102.8649902,0.222,0.467
17.7591494,-93.1970215,-0.694,0.534
17.9682826,-91.2854004,-0.201,0.514
18.6150130,-100.8874512,1.071,0.488
25.8888782,-108.8854980,0.145,0.463
18.3023803,-101.0412598,-0.779,0.403
20.4784813,-98.0749512,-0.776,0.439
20.8690774,-87.6818848,0.238,0.478
